machine_id,n_points,duration_s,duration_days,avg_interval_s,cpu_mean,cpu_std,cpu_cv,cpu_p5,cpu_p25,cpu_p50,cpu_p75,cpu_p95,cpu_p99,mem_mean,mem_std,net_in_mean,net_out_mean,disk_mean,mkpi_mean,pct_idle,pct_low,pct_mid,pct_high,burstiness,spike_count,trend_per_hour,max_gap_hours,n_long_gaps,profile
m_802,60068,691190,8.0,104,36.29,17.47,0.482,16,25,32,43,70,98,89.62,4.9,47.53,36.61,5.89,0.63,0.0,41.0,53.9,5.1,2.19,24,0.0426,5.4,74,stable_mid
m_803,60932,691190,8.0,102,42.32,14.0,0.331,25,32,40,50,70,86,92.32,2.68,44.12,35.98,7.37,0.76,0.0,15.8,79.1,5.1,1.75,34,0.0566,9.6,63,stable_mid
m_804,63055,691190,8.0,99,49.84,12.77,0.256,32,40,48,58,74,84,89.4,4.94,43.86,34.48,8.79,0.96,0.0,1.8,90.6,7.6,1.54,3,0.0349,5.6,36,stable_mid
m_805,61557,690120,7.99,101,41.31,11.66,0.282,25,33,40,49,62,76,91.27,3.53,41.88,34.44,6.76,0.85,0.0,14.6,83.3,2.1,1.55,58,0.0248,6.1,54,stable_mid
m_806,62232,691190,8.0,100,43.73,12.31,0.281,26,34,43,52,66,77,91.61,3.27,41.67,33.65,7.93,0.61,0.0,12.0,85.2,2.8,1.53,2,-0.0021,5.4,36,stable_mid
m_807,61873,691190,8.0,101,42.17,12.15,0.288,25,33,41,50,64,76,90.77,3.68,47.32,39.77,7.32,0.71,0.0,15.1,82.5,2.4,1.56,32,0.0027,5.5,52,stable_mid
m_808,61278,691190,8.0,102,49.12,10.28,0.209,34,41,48,56,66,75,91.08,3.6,49.77,45.43,11.66,0.9,0.0,1.3,96.0,2.7,1.38,9,0.0107,5.6,81,stable_mid
m_809,59681,682780,7.9,103,49.65,10.16,0.205,34,42,49,57,66,73,91.26,3.55,46.63,39.46,8.05,0.38,0.0,1.5,96.4,2.1,1.35,0,-0.0088,7.7,45,stable_mid
m_810,60074,685700,7.94,103,36.42,12.52,0.344,20,27,35,44,59,72,90.4,4.02,41.78,29.56,5.23,0.44,0.0,33.5,65.0,1.4,1.69,4,0.0302,6.3,73,stable_mid
m_811,60371,691190,8.0,103,40.9,15.67,0.383,22,30,38,48,72,92,91.29,3.95,45.55,37.65,7.89,0.58,0.0,23.9,70.8,5.3,1.89,39,0.08,5.6,63,stable_mid
m_812,60739,691190,8.0,102,41.72,14.04,0.337,24,31,39,49,68,87,90.17,4.98,47.29,38.62,6.99,0.46,0.0,18.8,76.7,4.5,1.74,82,0.0422,5.6,54,stable_mid
m_813,60146,691190,8.0,103,51.33,20.52,0.4,18,33,54,71,77,79,90.74,3.62,27.73,19.99,8.24,0.66,0.0,21.3,50.3,28.4,1.43,62,0.0274,5.8,72,stable_high
m_814,62663,691180,8.0,99,44.02,12.56,0.285,27,34,42,52,67,79,90.76,3.93,40.66,32.0,8.63,0.7,0.0,10.6,86.0,3.4,1.6,93,0.0361,5.7,36,stable_mid
m_815,62280,691190,8.0,100,41.21,14.78,0.359,23,31,38,48,69,89,91.07,4.11,47.03,37.26,7.0,0.47,0.0,20.9,74.1,5.0,1.82,8,0.0882,5.7,45,stable_mid
m_816,59958,675610,7.82,101,30.37,12.68,0.417,14,21,28,38,54,70,90.12,4.0,38.17,26.77,5.1,0.55,0.0,54.0,45.0,1.0,1.93,10,-0.0102,5.5,63,stable_mid
m_817,62582,684710,7.92,98,35.88,13.01,0.363,19,26,33,43,59,79,91.48,3.1,38.97,27.29,6.86,0.41,0.0,36.0,62.0,2.0,1.79,124,0.0009,5.6,46,stable_mid
m_818,62070,691190,8.0,100,40.15,12.04,0.3,24,31,38,48,62,75,91.3,3.9,45.27,36.53,6.23,0.72,0.0,19.7,78.5,1.8,1.63,45,0.0343,5.6,72,stable_mid
m_819,62190,691190,8.0,100,40.92,12.12,0.296,24,32,39,48,63,77,91.35,3.74,50.84,38.97,7.0,0.5,0.0,18.0,80.0,2.0,1.62,69,-0.0018,5.6,52,stable_mid
m_820,63383,691190,8.0,98,44.08,12.4,0.281,26,35,43,52,66,77,90.25,4.55,42.97,34.14,7.55,0.83,0.0,11.1,85.9,3.0,1.53,41,0.0153,5.6,45,stable_mid
m_821,60361,656420,7.6,98,34.45,12.61,0.366,18,25,33,42,58,72,90.31,3.99,42.86,31.83,10.7,0.47,0.0,40.2,58.6,1.2,1.76,4,0.0126,5.5,36,stable_mid
m_822,62951,683390,7.91,98,42.74,12.59,0.295,25,33,41,51,66,78,91.47,3.43,46.54,37.69,8.77,0.63,0.0,14.0,82.9,3.1,1.61,71,-0.0048,5.4,27,stable_mid
m_823,63680,691190,8.0,98,42.33,11.62,0.275,26,34,41,50,63,74,86.0,7.5,47.97,37.92,18.58,0.75,0.0,12.7,85.3,2.0,1.54,11,0.0108,5.6,18,stable_mid
m_824,59758,691190,8.0,104,43.62,14.16,0.325,25,33,41,53,70,81,86.8,6.98,49.65,43.68,9.32,0.71,0.0,16.1,78.4,5.5,1.71,45,-0.0039,7.7,73,stable_mid
m_825,61897,691190,8.0,100,29.94,12.86,0.43,14,20,27,37,54,70,89.93,4.53,39.58,27.84,7.46,0.81,0.0,56.4,42.6,1.0,2.0,8,-0.0079,6.3,27,stable_mid
m_826,62318,691190,8.0,100,46.51,13.72,0.295,27,37,45,55,71,86,91.55,3.64,44.71,37.62,9.9,0.7,0.0,8.3,86.0,5.7,1.58,0,0.0553,6.6,44,stable_mid
m_827,63715,691190,8.0,98,38.68,12.25,0.317,23,29,37,46,61,77,91.14,3.62,37.08,28.81,8.21,0.98,0.0,25.0,72.9,2.0,1.65,65,0.0343,5.7,29,stable_mid
m_828,60582,685210,7.93,101,40.46,12.63,0.312,23,31,39,48,64,78,91.69,3.28,40.01,30.73,7.2,0.47,0.0,20.7,77.0,2.3,1.64,10,-0.0201,5.7,42,stable_mid
m_829,61944,691190,8.0,100,36.33,12.82,0.353,20,27,34,44,60,76,89.77,4.87,47.35,37.46,6.88,0.51,0.0,34.6,63.6,1.9,1.76,20,-0.0089,5.5,55,stable_mid
m_830,62786,691190,8.0,99,33.21,12.22,0.368,17,24,31,40,56,71,90.83,3.88,41.14,29.07,6.11,0.47,0.0,43.5,55.4,1.1,1.81,7,0.0176,5.6,52,stable_mid
m_831,59958,691190,8.0,104,43.62,10.98,0.252,28,35,42,51,63,72,91.98,3.25,42.82,36.03,7.88,0.7,0.0,8.1,90.4,1.5,1.5,0,0.0055,6.6,78,stable_mid
m_832,61097,691190,8.0,102,37.76,13.23,0.35,20,28,35,46,62,77,90.56,4.41,41.52,31.86,7.35,0.4,0.0,31.3,66.6,2.1,1.77,11,0.0142,5.6,56,stable_mid
m_833,63042,691190,8.0,99,33.33,13.17,0.395,15,23,32,41,57,71,90.3,4.21,42.74,32.62,6.06,0.54,0.0,43.1,55.8,1.2,1.78,5,0.0314,5.6,54,stable_mid
m_834,61895,677590,7.84,99,40.06,13.35,0.333,21,30,38,48,65,79,91.24,3.36,47.89,34.85,6.4,0.57,0.0,22.4,74.7,2.9,1.71,89,-0.0015,5.7,46,stable_mid
m_835,61812,682480,7.9,99,40.57,12.86,0.317,23,31,39,48,64,79,91.36,3.52,43.47,34.05,8.17,0.45,0.0,20.7,76.6,2.8,1.64,64,0.0053,7.2,38,stable_mid
m_836,61987,691190,8.0,100,9.57,21.64,2.262,0,0,0,0,56,90,18.16,31.96,0.28,0.22,0.88,0.0,80.1,4.1,11.7,4.1,56.0,5,0.2573,5.6,45,bursty
m_837,61700,691180,8.0,101,47.25,11.63,0.246,30,38,46,56,67,75,91.25,3.83,43.49,36.71,10.83,0.93,0.0,4.2,92.8,3.0,1.46,1,0.0184,8.1,37,stable_mid
m_838,62801,691190,8.0,99,37.8,12.77,0.338,21,28,36,46,61,78,91.46,3.25,42.91,34.67,7.23,0.54,0.0,29.1,69.0,1.9,1.69,39,0.0185,9.4,27,stable_mid
m_839,62648,691190,8.0,99,39.59,12.82,0.324,22,30,38,48,62,75,91.31,3.66,43.81,32.64,8.69,0.6,0.0,24.7,73.5,1.8,1.63,16,0.0225,5.6,44,stable_mid
m_840,59887,685820,7.94,103,40.17,12.4,0.309,23,31,38,48,63,76,91.21,3.76,38.39,30.91,8.98,0.57,0.0,20.7,77.3,1.9,1.66,3,0.0184,6.9,63,stable_mid
m_841,62338,691190,8.0,100,47.68,10.87,0.228,32,39,47,55,67,76,91.04,3.89,45.89,37.02,8.01,0.74,0.0,2.1,94.8,3.0,1.43,11,0.0017,5.4,54,stable_mid
m_842,62649,691190,8.0,99,29.42,12.61,0.429,13,20,27,36,53,68,84.86,9.82,32.8,22.22,4.67,0.49,0.2,57.2,41.7,0.9,1.96,8,-0.0319,5.7,29,stable_mid
m_843,60741,691190,8.0,102,38.29,17.06,0.445,18,26,35,46,73,94,90.11,4.23,42.72,31.28,6.63,0.27,0.0,34.6,59.6,5.8,2.09,81,0.1184,6.8,36,stable_mid
m_844,62617,681880,7.89,98,47.09,10.77,0.229,32,39,46,54,66,76,90.34,4.95,45.48,37.12,8.61,0.84,0.0,2.5,94.8,2.7,1.43,1,0.0153,5.7,33,stable_mid
m_845,64245,691190,8.0,97,43.37,13.5,0.311,25,33,41,52,70,78,91.03,4.03,44.01,35.94,9.8,0.55,0.0,14.4,80.3,5.3,1.71,19,0.0439,5.7,37,stable_mid
m_846,62242,685260,7.93,99,47.77,12.27,0.257,30,39,47,56,69,80,91.15,3.64,45.43,39.46,9.25,0.75,0.0,4.9,90.5,4.6,1.47,44,0.0333,5.7,36,stable_mid
m_847,60511,691190,8.0,102,42.2,13.06,0.31,24,32,40,50,66,80,88.21,6.08,51.03,40.1,9.36,0.62,0.0,16.2,80.3,3.5,1.65,97,0.0436,5.5,74,stable_mid
m_848,59508,690320,7.99,104,44.52,13.42,0.301,26,34,43,53,70,78,89.41,4.65,45.15,35.85,9.84,0.82,0.0,12.8,82.2,5.0,1.63,36,-0.0072,6.4,99,stable_mid
m_849,60994,682690,7.9,101,44.25,13.12,0.297,25,34,42,53,68,78,90.29,4.49,44.58,35.78,10.45,0.83,0.0,12.5,83.5,4.0,1.62,44,0.0199,5.6,54,stable_mid
m_850,61329,691190,8.0,101,39.21,12.81,0.327,22,30,37,47,63,77,89.4,5.05,45.24,38.48,7.56,0.46,0.0,25.0,72.9,2.1,1.7,9,0.006,5.5,54,stable_mid
m_851,61785,691190,8.0,101,53.55,10.04,0.188,36,46,54,61,69,76,90.47,3.78,49.54,43.17,10.93,0.6,0.0,0.5,95.2,4.3,1.28,4,-0.0039,5.7,43,stable_high
m_852,61308,691190,8.0,101,46.59,10.95,0.235,30,38,45,54,66,75,88.29,6.25,39.97,34.8,9.06,1.01,0.0,3.8,93.7,2.4,1.47,1,0.0272,7.0,53,stable_mid
m_853,61165,691190,8.0,102,42.41,12.89,0.304,25,33,41,50,65,86,91.95,3.72,42.11,36.09,10.37,0.64,0.0,14.7,81.9,3.3,1.59,24,0.0231,5.4,54,stable_mid
m_854,60429,687290,7.95,102,35.78,11.92,0.333,20,27,34,43,57,70,91.72,3.23,44.17,34.11,6.77,0.54,0.0,35.0,63.9,1.0,1.68,5,0.0344,5.7,56,stable_mid
m_855,61547,691190,8.0,101,31.6,12.68,0.401,14,22,30,39,55,70,90.22,4.28,41.56,31.07,5.42,0.68,0.0,49.1,49.8,1.1,1.83,20,0.0035,6.2,45,stable_mid
m_856,61841,687960,7.96,100,39.57,12.92,0.326,22,30,38,48,63,76,90.99,3.66,42.66,34.2,7.07,0.45,0.0,24.3,73.5,2.1,1.66,115,0.0159,6.2,51,stable_mid
m_857,62104,691190,8.0,100,5.63,1.08,0.193,4,5,6,6,7,9,90.46,0.87,23.74,19.65,1.18,0.22,14.6,85.4,0.0,0.0,1.17,0,0.0058,8.1,47,stable_low
m_858,62752,680290,7.87,98,40.37,15.32,0.38,23,30,37,47,70,92,90.6,4.2,24.59,18.67,7.85,0.47,0.0,24.9,70.0,5.1,1.89,0,0.0721,5.7,30,stable_mid
m_859,62666,691190,8.0,99,39.87,15.41,0.387,22,29,37,47,69,92,90.77,3.82,48.6,36.5,6.4,0.41,0.0,26.1,69.0,4.9,1.86,5,0.0703,5.6,51,stable_mid
m_860,61874,691190,8.0,101,34.88,13.92,0.399,17,24,32,43,61,77,89.68,4.39,42.7,30.82,7.03,0.73,0.0,42.4,55.5,2.1,1.91,47,0.0186,5.6,36,stable_mid
m_861,61804,691190,8.0,101,48.12,13.38,0.278,29,38,47,57,74,81,91.83,3.17,46.1,38.11,11.22,0.4,0.0,6.1,86.9,7.0,1.57,39,0.0594,5.6,63,stable_mid
m_862,59741,676590,7.83,102,43.83,12.71,0.29,26,34,42,52,67,76,91.38,3.61,42.13,33.84,9.45,0.61,0.0,12.5,84.3,3.3,1.6,58,-0.0029,5.6,78,stable_mid
m_863,63250,691190,8.0,98,48.54,10.81,0.223,33,41,48,55,67,81,90.71,3.98,39.03,31.07,12.22,0.55,0.0,1.5,94.8,3.7,1.4,0,0.0422,5.6,46,stable_mid
m_864,59049,691190,8.0,105,31.12,12.54,0.403,14,22,29,38,54,70,90.15,4.08,41.07,30.42,5.01,0.63,0.0,51.5,47.5,1.1,1.86,14,0.0157,6.2,69,stable_mid
m_865,59119,691190,8.0,105,48.82,13.59,0.278,31,38,47,58,75,84,90.15,4.36,47.6,38.91,8.76,0.74,0.0,3.4,88.9,7.7,1.6,14,0.0577,6.7,54,stable_mid
m_866,61333,691190,8.0,101,41.39,11.66,0.282,25,33,40,49,62,75,91.43,3.5,37.16,28.75,6.57,0.65,0.0,15.7,82.4,1.8,1.55,1,0.0196,5.7,62,stable_mid
m_867,61515,691190,8.0,101,42.47,14.36,0.338,23,32,40,51,69,88,91.43,3.73,42.14,35.26,10.82,0.72,0.0,18.7,76.7,4.6,1.72,44,0.0823,5.6,47,stable_mid
m_868,61148,691190,8.0,101,47.71,10.44,0.219,32,40,47,55,65,74,88.26,6.0,41.51,32.56,8.03,0.84,0.0,2.4,95.6,2.1,1.38,3,0.0085,5.6,61,stable_mid
m_869,62701,691190,8.0,99,41.0,13.67,0.334,22,31,39,50,66,80,88.86,5.77,45.16,35.46,10.67,0.59,0.0,22.0,74.7,3.3,1.69,115,0.0063,5.7,45,stable_mid
m_870,63070,691180,8.0,99,42.36,12.57,0.297,25,33,41,51,65,75,91.44,3.71,37.99,30.93,9.53,0.87,0.0,15.7,82.1,2.3,1.59,35,0.0438,5.7,29,stable_mid
m_871,61925,680090,7.87,99,35.28,12.94,0.367,17,26,34,43,59,76,91.27,4.1,42.57,34.88,7.63,0.58,0.0,36.0,62.2,1.7,1.74,110,0.0066,5.6,45,stable_mid
m_872,58719,678600,7.85,104,51.07,13.01,0.255,31,40,50,65,67,76,88.22,5.25,46.28,39.43,0.0,0.93,0.0,2.9,93.5,3.6,1.34,0,0.1131,5.6,64,stable_high
m_873,63018,691190,8.0,99,35.01,14.32,0.409,17,24,32,44,62,78,86.57,6.62,42.71,32.47,9.04,0.7,0.0,42.2,55.4,2.4,1.94,78,0.0155,7.0,41,stable_mid
m_874,62211,691190,8.0,100,40.32,13.28,0.329,22,30,38,49,65,77,91.2,4.05,40.05,27.87,7.97,0.6,0.0,23.4,74.1,2.5,1.71,11,0.0166,5.4,46,stable_mid
m_875,62876,691190,8.0,99,40.93,15.43,0.377,22,30,38,49,70,91,91.13,4.36,37.06,27.99,7.35,0.49,0.0,24.1,70.9,5.0,1.84,4,0.0671,5.8,36,stable_mid
m_876,62631,685880,7.94,99,48.5,10.34,0.213,33,41,48,56,66,74,90.69,4.04,47.69,41.54,9.73,0.87,0.0,1.8,95.9,2.3,1.38,0,0.0177,5.6,20,stable_mid
m_877,62257,689100,7.98,100,34.52,14.87,0.431,16,24,32,42,61,91,82.88,17.97,10.94,7.62,3.47,0.72,0.0,43.3,53.7,3.0,1.91,10,0.0532,8.8,35,stable_mid
m_878,61584,688000,7.96,101,43.03,12.33,0.286,26,34,41,50,66,78,87.52,6.33,53.84,41.64,9.19,0.76,0.0,12.3,84.6,3.2,1.61,7,0.0062,5.6,65,stable_mid
m_879,61181,690640,7.99,102,38.3,13.2,0.345,21,29,36,46,63,79,90.77,4.29,46.73,38.31,6.87,0.64,0.0,28.3,68.9,2.8,1.75,118,0.0323,5.4,54,stable_mid
m_880,61663,691190,8.0,101,31.39,12.59,0.401,15,22,29,39,55,70,90.94,3.42,42.1,33.38,4.95,0.5,0.0,50.7,48.3,1.0,1.9,2,0.0247,7.4,53,stable_mid
m_881,60959,691190,8.0,102,40.44,14.57,0.36,19,30,38,50,68,77,81.67,18.67,24.69,19.11,51.37,0.45,0.0,23.5,72.4,4.1,1.79,45,-0.0835,5.5,72,stable_mid
m_882,59936,691190,8.0,104,35.47,15.04,0.424,17,25,33,43,62,92,89.19,4.76,46.97,36.65,7.28,0.31,0.0,39.9,56.9,3.2,1.88,26,0.0502,5.5,55,stable_mid
m_883,62314,690120,7.99,100,45.6,13.06,0.286,28,36,44,53,70,89,91.43,3.37,50.9,37.95,6.17,0.43,0.0,7.2,87.8,5.0,1.59,1,0.0043,7.7,44,stable_mid
m_884,61195,679920,7.87,100,47.43,11.53,0.243,29,39,46,55,67,76,91.66,3.16,50.0,40.03,5.55,0.43,0.0,5.1,91.7,3.2,1.46,70,0.038,8.1,52,stable_mid
m_885,63754,691190,8.0,98,36.65,16.52,0.451,16,25,34,45,67,93,89.53,5.18,40.77,29.76,5.74,0.4,0.0,38.2,57.2,4.6,1.97,8,0.0602,5.5,36,stable_mid
m_886,59916,684800,7.93,103,31.25,12.14,0.389,16,22,29,38,54,70,91.76,3.47,43.28,33.35,6.0,0.46,0.0,52.0,46.9,1.1,1.86,8,0.0202,5.9,72,stable_mid
m_887,61016,678290,7.85,100,43.82,11.95,0.273,27,35,42,52,66,76,90.82,4.35,37.69,29.64,8.36,0.69,0.0,9.3,88.0,2.7,1.57,14,0.0305,6.8,27,stable_mid
m_888,61899,691190,8.0,100,41.47,11.95,0.288,25,33,40,49,63,76,91.74,3.53,51.21,40.84,7.25,0.71,0.0,15.1,82.5,2.4,1.58,72,0.0137,6.3,54,stable_mid
m_889,60950,691190,8.0,102,35.17,15.25,0.434,17,24,32,43,61,96,91.73,3.17,45.88,31.28,6.75,0.48,0.0,40.5,56.4,3.1,1.91,19,0.0513,5.6,63,stable_mid
m_890,61317,691190,8.0,101,40.41,12.34,0.305,24,31,39,48,63,76,91.96,3.17,45.67,37.1,8.42,0.68,0.0,20.2,77.8,2.0,1.62,21,0.0355,5.4,52,stable_mid
m_891,61013,676020,7.82,100,39.51,14.49,0.367,20,29,37,49,66,81,87.04,6.71,46.58,35.09,11.66,0.59,0.0,28.1,68.3,3.6,1.78,69,-0.0102,6.1,63,stable_mid
m_892,61438,691190,8.0,101,39.81,14.96,0.376,20,29,37,48,67,92,88.81,5.14,43.84,34.03,5.43,0.38,0.0,26.7,69.2,4.1,1.81,27,0.0392,5.5,63,stable_mid
m_893,62356,689420,7.98,99,4.09,0.84,0.207,3,4,4,4,5,7,92.13,0.89,21.92,17.16,1.04,0.01,76.6,23.4,0.0,0.0,1.25,0,0.0048,5.5,54,idle_pure
m_894,59848,686090,7.94,103,39.95,12.51,0.313,23,30,38,48,63,76,88.65,5.65,45.64,35.51,9.78,0.61,0.0,22.2,75.6,2.2,1.66,28,0.012,7.5,72,stable_mid
m_895,63740,691190,8.0,98,46.85,13.09,0.28,29,37,45,55,71,85,90.89,4.49,50.44,44.06,6.19,0.69,0.0,5.8,88.7,5.5,1.58,0,0.0532,5.4,27,stable_mid
m_896,60501,691190,8.0,103,47.39,10.83,0.229,31,39,47,55,66,75,91.9,3.35,45.54,38.78,8.53,0.74,0.0,3.1,94.4,2.5,1.4,12,0.0115,5.7,68,stable_mid
m_897,63715,691190,8.0,98,48.33,10.29,0.213,32,41,48,56,65,74,91.15,4.12,43.4,38.76,8.82,0.82,0.0,2.4,95.6,2.0,1.35,0,0.0137,6.2,36,stable_mid
m_898,62168,676260,7.83,98,41.73,12.35,0.296,24,33,40,50,64,76,92.07,3.31,45.87,39.9,9.82,0.73,0.0,15.9,81.6,2.4,1.6,157,0.0371,5.6,36,stable_mid
m_899,63879,691190,8.0,97,41.59,12.39,0.298,24,32,40,49,64,76,92.11,2.97,43.0,36.19,8.66,0.62,0.0,16.8,80.8,2.4,1.6,40,0.0077,5.5,27,stable_mid
m_900,61348,681000,7.88,100,44.22,11.23,0.254,28,36,43,52,64,74,92.33,2.95,41.95,34.35,10.42,0.81,0.0,7.8,90.3,2.0,1.49,18,0.0027,5.5,54,stable_mid
m_901,63208,691180,8.0,98,43.9,12.31,0.281,27,34,42,53,66,75,91.13,4.02,43.75,36.52,11.71,1.02,0.0,11.4,86.1,2.5,1.57,0,-0.0284,5.7,36,stable_mid
m_902,62436,691190,8.0,100,31.96,12.37,0.387,15,23,30,39,55,69,89.11,5.07,36.57,26.33,5.75,0.61,0.0,48.3,50.8,0.9,1.83,6,0.005,5.5,37,stable_mid
m_903,61906,689110,7.98,100,41.19,12.36,0.3,24,32,39,49,64,77,90.84,4.27,45.22,34.73,7.13,0.54,0.0,17.3,80.2,2.5,1.64,32,0.0256,5.5,50,stable_mid
m_904,61692,691190,8.0,101,34.91,14.23,0.408,18,25,32,42,59,92,90.73,3.63,47.39,35.48,4.67,0.29,0.0,40.9,56.4,2.7,1.84,32,0.0486,5.6,81,stable_mid
m_905,61969,685570,7.93,100,5.85,1.26,0.215,4,5,6,7,8,8,89.62,0.48,23.37,19.54,1.23,0.97,20.8,79.2,0.0,0.0,1.33,0,0.0023,5.7,45,stable_low
m_906,61106,691070,8.0,102,32.77,12.69,0.387,16,23,31,40,56,72,89.18,5.05,44.99,34.27,6.26,0.69,0.0,45.5,53.3,1.3,1.81,15,-0.0321,5.7,63,stable_mid
m_907,60490,691190,8.0,103,37.03,13.08,0.353,20,27,35,45,61,74,91.42,3.88,46.04,35.5,7.46,0.48,0.0,33.2,65.2,1.6,1.74,22,0.0242,8.1,45,stable_mid
m_908,61525,691190,8.0,101,6.92,15.07,2.178,0,0,0,0,41,60,17.72,30.94,0.22,0.16,0.86,0.0,80.0,7.9,11.5,0.6,41.0,6,0.1784,8.8,41,bursty
m_909,62045,687460,7.96,100,42.06,12.83,0.305,25,32,40,50,66,78,90.33,4.31,44.52,36.59,10.19,0.63,0.0,16.6,80.3,3.0,1.65,51,0.0051,5.6,45,stable_mid
m_910,62094,691190,8.0,100,29.11,12.98,0.446,12,20,27,36,53,70,90.56,3.97,41.85,29.7,4.8,0.44,0.0,57.6,41.3,1.1,1.96,4,0.0085,5.4,43,stable_mid
m_911,60345,691190,8.0,103,30.3,12.02,0.397,14,21,29,37,52,67,90.16,4.26,38.74,27.55,4.94,0.62,0.0,53.2,46.0,0.8,1.79,6,-0.0081,5.7,45,stable_mid
m_912,61353,689420,7.98,101,40.65,14.11,0.347,23,30,38,48,66,91,91.6,3.52,36.35,26.82,9.15,0.53,0.0,23.0,73.5,3.6,1.74,4,0.0519,5.6,61,stable_mid
m_913,60753,691190,8.0,102,38.54,12.58,0.326,22,29,36,46,62,75,91.62,3.46,37.1,26.97,7.04,0.51,0.0,27.0,71.3,1.8,1.72,3,0.0231,8.9,57,stable_mid
m_914,62476,691190,8.0,100,36.79,14.58,0.396,19,27,34,44,63,92,90.07,4.29,43.24,32.4,6.96,0.46,0.0,34.4,62.1,3.4,1.85,18,0.0563,6.2,53,stable_mid
m_915,62551,691070,8.0,99,43.53,11.49,0.264,27,35,42,51,64,75,91.32,3.55,52.36,40.88,7.67,0.57,0.0,8.9,89.0,2.1,1.52,20,0.0213,5.6,41,stable_mid
m_916,60527,690010,7.99,103,32.36,13.6,0.42,15,22,30,40,56,78,89.33,4.94,31.49,22.21,20.35,0.58,0.0,47.2,51.0,1.8,1.87,8,0.0022,6.7,39,stable_mid
m_917,62453,688510,7.97,99,37.13,12.64,0.341,20,28,35,45,61,74,90.14,4.04,42.93,32.75,5.28,0.74,0.0,30.8,67.7,1.5,1.74,3,0.0177,6.3,36,stable_mid
m_918,61468,691190,8.0,101,29.17,12.85,0.441,12,20,27,37,53,68,57.91,20.37,1.44,0.96,4.86,0.58,0.1,57.3,41.8,0.9,1.96,1,0.0125,5.8,48,stable_mid
m_919,61472,691190,8.0,101,38.81,13.25,0.341,22,29,36,47,63,79,90.86,3.98,45.69,39.86,6.94,0.96,0.0,27.3,70.2,2.5,1.75,87,0.0139,6.3,72,stable_mid
m_920,60306,683860,7.92,102,42.54,16.55,0.389,23,31,39,51,77,93,88.12,5.4,38.05,29.92,9.36,0.42,0.0,21.9,71.0,7.1,1.97,38,0.0418,5.5,55,stable_mid
m_921,62704,684800,7.93,98,31.67,12.76,0.403,15,22,30,39,55,72,89.96,4.13,35.8,24.83,5.6,0.53,0.0,49.9,48.9,1.2,1.83,15,0.0018,5.8,54,stable_mid
m_922,62047,690420,7.99,100,39.98,14.04,0.351,22,30,38,47,64,91,90.8,4.34,44.52,35.0,5.92,0.55,0.0,23.5,73.0,3.5,1.68,42,0.0362,5.6,41,stable_mid
m_923,61557,688000,7.96,100,36.17,12.31,0.34,20,27,34,43,59,74,91.97,3.1,38.75,29.58,6.71,0.62,0.0,33.6,65.1,1.4,1.74,60,0.0162,5.8,52,stable_mid
m_924,59858,669310,7.75,101,2.38,8.35,3.511,0,0,0,0,18,40,6.32,12.35,0.03,0.03,0.33,0.0,89.8,7.2,2.7,0.3,18.0,2,0.0566,5.7,36,bursty
m_925,61460,690320,7.99,101,37.77,16.37,0.433,18,27,34,45,70,94,89.94,4.16,38.92,27.68,5.93,0.37,0.0,34.3,60.7,5.0,2.06,12,0.0675,5.6,54,stable_mid
m_926,63273,691190,8.0,98,44.63,12.17,0.273,27,35,43,53,67,77,92.16,2.97,42.85,35.65,9.58,0.66,0.0,9.4,87.5,3.1,1.56,11,0.0055,5.4,36,stable_mid
m_927,59983,685390,7.93,103,34.38,13.09,0.381,17,25,32,42,58,75,89.0,5.07,43.98,32.5,4.88,0.41,0.0,40.5,57.9,1.6,1.81,20,0.0073,5.6,63,stable_mid
m_928,62261,691190,8.0,100,38.87,14.62,0.376,20,28,36,47,65,89,89.03,6.59,36.7,25.85,7.07,0.54,0.0,28.5,67.8,3.8,1.81,14,0.0954,5.6,63,stable_mid
m_929,59574,690680,7.99,104,5.19,1.23,0.238,3,4,5,6,7,8,91.57,0.83,23.86,17.72,5.94,0.0,28.8,71.2,0.0,0.0,1.4,0,0.0045,7.6,60,stable_low
m_930,60815,689980,7.99,102,42.62,12.64,0.297,25,33,41,51,65,77,90.22,4.66,48.0,39.99,5.68,0.36,0.0,14.7,82.8,2.6,1.59,124,0.0219,5.7,63,stable_mid
m_931,61361,689980,7.99,101,49.14,10.88,0.221,33,41,48,56,67,82,91.13,3.38,46.19,37.32,13.13,0.44,0.0,1.4,94.8,3.8,1.4,0,0.0291,6.5,54,stable_mid
m_932,60659,684590,7.92,102,45.95,11.03,0.24,30,38,45,54,65,75,90.45,5.91,48.51,42.4,11.88,0.69,0.0,4.3,93.4,2.3,1.44,3,0.0212,5.7,75,stable_mid
m_933,61286,691190,8.0,101,36.55,13.73,0.376,18,26,35,45,62,79,88.27,7.51,34.85,23.74,7.2,0.56,0.0,34.6,63.2,2.2,1.77,47,0.0636,5.7,56,stable_mid
m_934,59576,688090,7.96,104,47.28,11.19,0.237,31,39,46,55,67,75,91.45,3.47,49.8,39.62,7.95,0.59,0.0,3.6,93.2,3.2,1.46,0,0.0004,5.6,81,stable_mid
m_935,60593,691170,8.0,103,45.26,15.05,0.332,25,34,43,54,74,88,86.46,7.39,48.74,39.04,7.53,0.69,0.0,13.9,79.7,6.4,1.72,39,0.0937,5.6,74,stable_mid
